shared_id,10ms,20ms,30ms,40ms,50ms,60ms,70ms,80ms,90ms,100ms,110ms,120ms,130ms,140ms,150ms,160ms,170ms,180ms,190ms,200ms,210ms,220ms,230ms,240ms,250ms,260ms,270ms,280ms,290ms,300ms,310ms,320ms,330ms,340ms,350ms,360ms,370ms,380ms,390ms,400ms,410ms,420ms,430ms,440ms,450ms,460ms,470ms,480ms,490ms,500ms,genuine_transaction
ALL_SEN_3ckvqig,9.468237196152488,9.101320055489891,9.212096527571491,9.361994100776135,9.621269288840558,9.585109624201547,8.959478425902956,9.396019004437784,9.395023942721577,9.349335197562532,9.349335197562532,9.194400693377673,9.395925405410352,9.316382707766456,9.394120023029643,9.415212979433518,9.33983931152265,9.262349798386209,9.314733784902387,9.318764372422388,9.273137342652122,9.342088926991549,9.307450723353389,9.312559048246788,9.317238940217385,9.338685691024308,9.299461948136917,9.256047553091504,9.291265933840423,9.349151160807036,9.337139982376286,9.35424293714857,9.305128773001703,9.31268434568676,9.348535072411602,9.352469308064085,9.31871890317002,9.31084352691775,9.346359728714726,9.316523624191293,9.352220637494561,9.309112320903735,9.29532801279513,9.319578960263549,9.278365693119724,9.350198788502405,9.350198788502405,9.336803803421857,0.0,0.0,1
ALL_SEN_3ckvqig,9.557870201134897,9.557870201134897,0.0,9.590691778434925,9.650063126362227,9.515981219522205,9.44076577906952,9.575657028223956,9.56188778471156,9.550832916559528,9.607374255273669,9.776030517190415,9.824876868209714,9.447928444621086,9.733432113751713,9.576339457009265,9.601432783738378,9.558314707559163,9.592713907549653,9.59247414681234,9.577312356280856,9.608379373007903,9.577257149083618,9.677969064821534,9.611071440879815,9.567493995189485,9.611798116417066,9.581589999772936,9.56453820386737,9.597992066528484,9.60587624503167,9.596475121658697,9.674792311727284,9.639730470636279,9.433675267909162,9.64277030501009,9.590425509253706,9.61200183701786,9.59732576026966,9.59098622907155,9.637351864767071,9.597249635090375,9.596273311321193,9.593506196771186,9.601609772499195,9.61342970888343,9.601318545990486,9.615658971387205,9.616281257476574,0.0,1
2gl3m85,9.313986441817395,9.307850712524687,9.285907030334341,9.308808561441621,9.302754826750459,9.297564638244271,9.298849897408084,9.299081455347256,9.296497824276697,9.314328336507579,9.307732090778263,8.446896124200125,10.198486369753013,9.770003331502187,9.37893045968701,9.119027873906061,9.0825176548499,9.37007978492529,10.404253454530185,8.813564719465901,9.071522888959942,9.331566583338478,9.35452658982766,9.354771469290139,9.267288773984994,9.24414113641998,9.346029455138124,9.327807845395656,9.327807845395656,9.299996854854296,9.314898841928565,9.339972958004562,9.252849378023958,9.25392125395189,9.259966038181636,9.077315995400072,9.348178972165964,9.521113027488862,9.335014155512443,9.288590749968817,9.337290638747023,9.211576992597015,9.33268633409082,9.263416745870424,9.298828226405798,9.312603712360893,9.245605163140853,9.248088764744884,9.295895460552236,0.0,1
2gl3m85,9.887351286372866,10.101716499137847,10.053297239167513,10.709203075637781,16.648721046474687,11.592604717577395,9.318504628423442,7.5271541408739235,7.28527406844279,8.179142262703891,14.255034827714645,10.156632587007087,10.274935189200669,9.25919639567029,9.205114556973548,9.392426793690182,9.48516282160825,9.787146307407033,9.505617665673505,9.212223408135475,9.40160071159368,9.491597211393781,9.452386604372531,9.500888550457324,9.517600791119921,9.331613635610772,8.725185554130142,9.078730947552925,11.935907006876363,9.609671511549495,9.601686760857191,9.63691368904257,9.625320871844849,9.967157022653494,9.54979627008251,9.730259437680198,9.69629501604063,9.435443278396253,9.389447225976683,9.651557573112289,9.988311068948656,9.73469054314538,9.643330284562506,9.499727849486602,9.341978548443247,9.596567957048133,9.418339659300177,9.681244839706377,9.76888192384816,0.0,1
ALL_SEN_3beu7sh,9.563112305329607,9.74001604396471,0.0,9.470449401554365,9.313614868810081,9.083819751588278,9.218459758656646,9.780139886317814,9.41067811875747,9.457061372166347,9.131232524945636,9.240872225813275,9.258644653226488,9.328902283713985,9.315597712246968,9.421297810930445,9.283586693638552,9.379193018057565,9.39099089654698,9.412731225701252,9.323114156110739,9.303479847898728,9.245244774272043,9.265298427132834,9.383382958455257,9.364275110155269,9.344568930343094,9.363451282129871,9.363873911197498,9.320273932369156,9.372973614653004,9.269396320474055,9.300100301743159,9.297552986984288,9.3561658283914,9.361662635098975,9.410069474781928,9.354589389347717,9.31256419545643,9.256942296467928,9.302963680667995,9.35901317431523,9.37675386962535,0.0,9.37675386962535,9.332487310265629,9.334000196571795,9.201396808945074,9.469258722202177,0.0,1
ALL_SEN_3beu7sh,9.509741114317942,0.0,9.546895485184608,9.430279763847196,9.510639435749656,9.411327844632597,9.574056327288998,10.015862188877547,10.21882164634429,9.619863401996968,9.605045551544894,9.581985008872932,9.583997452034763,9.742297474910606,9.698407027362489,9.672236522191003,9.621672585559825,9.655245994845895,9.632700783790018,9.665610195742621,9.465565654432574,9.477353213547905,9.597093935382699,9.627968282369785,9.607192935750893,9.565002347968466,9.581114171028476,9.664044416646187,9.590429043973948,9.7614463794385,9.5819075965082,9.491542761828278,9.605216257078824,9.601872310078999,9.570127214293239,9.6117691932725,9.629402441493705,9.689355159310606,9.71971905233407,9.58558686801525,9.487757970715476,9.574028583852117,9.559663189038808,9.54210314569909,9.692946678969662,9.667398369556851,9.644444457523868,9.623965019660789,9.625208183403926,0.0,1
1q5fvn6,11.299564955986236,11.299564955986236,11.299564955986236,11.299564955986236,11.299564955986236,11.299564955986236,12.1329617562624,12.1329617562624,9.466298227225993,9.242640729325588,9.638790879912241,9.465305997322114,8.99088633049805,9.221743632335869,9.349598225218008,9.261169756329956,9.422126555177037,9.393110918650004,9.338686534159152,9.25243972304254,9.28864690414028,9.397705144281577,9.393842882391938,9.182795394169114,9.171472932535169,9.171472932535169,9.331307189663171,9.386507652375492,9.325260593846389,9.300366193250607,9.281620509159806,9.313103728113907,9.313109313518806,9.183331504924467,9.347917005562108,9.30038295144713,9.358593679127514,9.300408318059224,9.239130141066347,9.330510134570398,9.347183344972358,9.303234307758341,9.302303326909803,9.323487072101157,9.30094394141101,9.319674029306196,9.304976724635255,9.272230661337128,9.314083063968344,0.0,1
1q5fvn6,9.658054115448325,9.830817060212846,10.20233060563857,10.924796723711543,9.884346473071874,9.756535732873711,9.976823746691801,0.0,9.631532989301625,9.610950483542736,9.603278526470548,9.608362251500672,9.644529048690911,9.884285087942818,9.649369271232695,9.640531428827975,9.526611418607446,9.549132748940636,9.626377426912608,9.57523506888628,9.654031702112487,9.64038832574429,9.62306747767221,9.661524690288289,9.632113904760137,9.613182591129116,9.617621295847496,9.616431360208018,9.658181027130011,9.65568712047877,9.620936375281612,9.618770710461021,9.668829785239486,9.655766429990416,9.679052523983568,9.683646192750402,9.533983301410226,9.51749388987367,9.609452900529899,9.641412806996913,9.649282771672702,9.634979005995186,9.76610406017237,9.482881898930534,9.61013343588295,9.719106891839703,9.61128170166088,9.530884382025656,0.0,0.0,1
191b7s8,9.10748062410482,9.403029897279838,9.464009627912528,9.295762336698422,9.162173770578805,9.593224469115356,9.400728944013816,9.31663131333904,9.136979050737695,9.23775035992014,9.340885576196575,9.329209302524438,9.249026698684414,9.249026698684414,9.425856448573867,9.41352228180482,9.448936644394706,9.285745615728745,9.097856602567695,9.236462366388395,9.376170644353305,9.369974232739578,9.292405551873038,9.320906783173747,9.365020571357283,9.341580630126822,9.26536107797066,9.338838795856546,9.356249555442917,9.30310036050552,9.242504292535122,9.285257937776711,9.324975204427728,9.396216681092403,9.28890588666666,9.295035532094323,9.319532320363816,9.36332016279331,9.318260019868422,9.29999016500417,9.341396292701159,9.326758108696268,9.364655987444129,9.33215959964073,9.3107699743097,9.349011717467143,9.23552934829973,9.149634610692555,9.26834859444572,0.0,1
191b7s8,10.19935036474588,10.19935036474588,10.19935036474588,10.19935036474588,10.19935036474588,10.19935036474588,9.798661199930667,9.818050065887679,10.044966883324902,9.752092894937922,9.758487701241478,9.83281645351762,9.83654382289419,9.674564488459563,9.491345611663272,9.467061234343467,9.360745742358764,9.564984192316007,9.611329869311387,9.716295055561664,9.308832619650827,9.558754305528584,10.822663379906816,9.541757298673302,9.641574405155993,9.642571914600223,9.5877761110643,9.58484156695138,9.642232305357119,9.576900098538808,9.58283223730091,9.589048942075923,9.572001643270493,9.60750322334367,9.660097898790374,9.69866261955765,9.607530447575655,9.451056917040486,9.613688488783465,9.838494040653297,9.736292079612362,9.483553671403104,9.409985509393904,9.59690991132782,9.764898747411246,9.959131987765218,9.266872902389297,9.626644843326378,9.683444836502531,0.0,1
