Modality,H_0,H_1,H_2,H_inf
"[Humidity, Acc.z, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",61.2008866609634,29.9692392546056,27.5336659440737,20.9260876574292
"[Humidity, Acc.z, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",61.0261538163254,29.5648914753213,27.1103871131094,20.9260876574292
"[Humidity, Acc.x, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",79.4923856497526,36.9701504027515,33.6600818577907,20.9196239591579
"[Humidity, Acc.x, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",75.4049228085023,36.956002883807,33.6587315089728,20.9196239591579
"[Humidity, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",75.3224606483103,36.9585945858031,33.6591701340771,20.9196239591579
"[Humidity, Acc.x, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",73.152535646868,34.5993085369839,31.6637088606614,20.9196239591579
"[Humidity, Acc.x, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",71.6281995050984,32.3757534069827,29.7855577966346,20.9196239591579
"[Humidity, Acc.x, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",71.4534666604603,31.9840328717452,29.4254506893521,20.9196239591579
"[Humidity, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",71.23499780706,36.9444470668585,33.6573845159839,20.9196239591579
"[Humidity, Acc.x, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",69.0650728056177,34.5851610180393,31.6630770569934,20.9196239591579
"[Humidity, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y, Gyro.z]",68.9826106454257,34.5877527200354,31.66329482961,20.9196239591579
"[Humidity, Acc.x, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",67.540736663848,32.3616058880381,29.7842972419099,20.9196239591579
"[Humidity, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",67.458274503656,32.3641975900342,29.7846614883316,20.9196239591579
"[Humidity, Acc.x, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",67.36600381921,31.9698853528006,29.4240062827913,20.9196239591579
"[Humidity, Acc.y, Light, Temp., Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.y]",67.283541659018,31.9724770547967,29.4243372922872,20.9196239591579
"[Humidity, Acc.x, Acc.y, Light, Pressure, Mag.x, Mag.y, Mag.z, Gyro.x, Gyro.z]",65.2883495022137,29.9666932127469,27.5286952675377,20.9196239591579
